Hour of day,Year,Day,Day of Year,Latitude,Longitude,Month,Ne/cm-3,O+,N+,hmF2,Tec,foF2,magnitud,Profundidad,VTEC
1,2021,4,246,16.84492,244.3,9,596493,988,11,266.6,12.73,8.253,,,26.9
1.2,2021,4,246,16.84492,244.3,9,546891,988,11,265.5,11.55,7.884,,,26.7
1.5,2021,4,246,16.84492,244.3,9,499141,988,11,265,10.37,7.5,,,27.7
1.8,2021,4,246,16.84492,244.3,9,453755,989,10,265.1,9.23,7.108,,,27.2
2,2021,4,246,16.84492,244.3,9,411174,989,10,265.7,8.15,6.713,,,26.8
2.2,2021,4,246,16.84492,244.3,9,371786,989,10,266.9,7.16,6.323,,,21.8
2.5,2021,4,246,16.84492,244.3,9,335921,990,9,268.6,6.27,5.945,,,20.5
2.8,2021,4,246,16.84492,244.3,9,303856,990,9,270.7,5.49,5.588,,,19.4
3,2021,4,246,16.84492,244.3,9,275787,990,8,273.2,4.82,5.257,,,18.7
3.2,2021,4,246,16.84492,244.3,9,251815,991,8,276.1,4.27,4.96,,,17.3
3.5,2021,4,246,16.84492,244.3,9,231935,991,8,279.2,3.82,4.701,,,16.2
3.8,2021,4,246,16.84492,244.3,9,216018,991,7,282.4,3.46,4.484,,,14.7
4,2021,4,246,16.84492,244.3,9,203817,992,7,285.8,3.18,4.31,,,13.3
4.2,2021,4,246,16.84492,244.3,9,194968,992,7,289.2,2.98,4.176,,,13.2
4.5,2021,4,246,16.84492,244.3,9,189005,992,6,292.5,2.84,4.079,,,12.6
4.8,2021,4,246,16.84492,244.3,9,185382,992,6,295.7,2.74,4.014,,,12.1
5,2021,4,246,16.84492,244.3,9,183501,993,6,298.7,2.68,3.973,,,12.1
5.2,2021,4,246,16.84492,244.3,9,193375,993,6,301.5,2.73,3.95,,,11.6
5.5,2021,4,246,16.84492,244.3,9,191730,993,6,303.9,2.68,3.936,,,11.4
5.8,2021,4,246,16.84492,244.3,9,190249,993,6,306.1,2.65,3.927,,,11
6,2021,4,246,16.84492,244.3,9,188593,993,6,307.9,2.61,3.917,,,10.3
6.2,2021,4,246,16.84492,244.3,9,186602,993,6,309.3,2.58,3.903,,,10
6.5,2021,4,246,16.84492,244.3,9,184288,993,6,310.4,2.54,3.885,,,9.9
6.8,2021,4,246,16.84492,244.3,9,181796,993,6,311,2.5,3.864,,,9.6
7,2021,4,246,16.84492,244.3,9,179350,993,6,311.3,2.45,3.841,,,9.2
7.2,2021,4,246,16.84492,244.3,9,177194,992,6,311.3,2.41,3.818,3.5,16.1,8.8
7.5,2021,4,246,16.84492,244.3,9,175527,992,6,310.9,2.38,3.798,,,9.2
7.8,2021,4,246,16.84492,244.3,9,174446,992,6,310.2,2.36,3.783,,,8.9
8,2021,4,246,16.84492,244.3,9,173907,992,6,309.2,2.35,3.771,,,8.8
8.2,2021,4,246,16.84492,244.3,9,173703,992,6,308,2.34,3.762,,,8.7
8.5,2021,4,246,16.84492,244.3,9,173475,992,6,306.6,2.34,3.753,3.7,15.9,9
8.8,2021,4,246,16.84492,244.3,9,172748,992,6,304.9,2.33,3.74,,,8.9
9,2021,4,246,16.84492,244.3,9,171012,992,6,303.1,2.32,3.716,,,8.2
9.2,2021,4,246,16.84492,244.3,9,167817,992,6,301.1,2.3,3.679,,,8
9.5,2021,4,246,16.84492,244.3,9,156415,992,6,299,2.2,3.625,,,8.4
9.8,2021,4,246,16.84492,244.3,9,149393,991,6,296.8,2.13,3.551,,,8.2
10,2021,4,246,16.84492,244.3,9,140887,991,6,294.5,2.05,3.46,,,7.8
10.2,2021,4,246,16.84492,244.3,9,131366,991,7,292.1,1.95,3.355,,,8.5
10.5,2021,4,246,16.84492,244.3,9,121506,991,7,289.7,1.84,3.244,,,8.1
10.8,2021,4,246,16.84492,244.3,9,112084,990,7,287.2,1.74,3.136,,,7.4
11,2021,4,246,16.84492,244.3,9,103876,990,8,284.6,1.66,3.041,,,8.7
11.2,2021,4,246,16.84492,244.3,9,97567,990,8,282,1.6,2.973,,,8.8
11.5,2021,4,246,16.84492,244.3,9,93713,989,8,279.4,1.58,2.942,,,8.8
11.8,2021,4,246,16.84492,244.3,9,92734,989,9,276.8,1.6,2.958,,,8.8
12,2021,4,246,16.84492,244.3,9,94939,988,9,274.1,1.69,3.028,,,8.5
12.2,2021,4,246,16.84492,244.3,9,100548,988,10,271.5,1.84,3.154,,,8.2
12.5,2021,4,246,16.84492,244.3,9,109679,987,10,268.9,2.05,3.334,,,8.2
12.8,2021,4,246,16.84492,244.3,9,122315,987,10,266.4,2.36,3.564,,,8.4
13,2021,4,246,16.84492,244.3,9,138247,986,11,264,2.74,3.834,,,8.1
13.2,2021,4,246,16.84492,244.3,9,157030,986,11,261.8,3.22,4.133,,,7.5
13.5,2021,4,246,16.84492,244.3,9,177976,985,12,259.7,3.77,4.447,3.9,49.4,8.2
13.8,2021,4,246,16.84492,244.3,9,200211,985,12,257.8,4.39,4.762,,,8.4
14,2021,4,246,16.84492,244.3,9,222772,985,12,256.2,5.03,5.065,,,7.5
14.2,2021,4,246,16.84492,244.3,9,244754,984,13,254.9,5.67,5.348,,,7.2
14.5,2021,4,246,16.84492,244.3,9,265442,984,13,253.9,6.27,5.602,,,7.7
14.8,2021,4,246,16.84492,244.3,9,284431,984,13,253.4,6.84,5.826,,,8.6
15,2021,4,246,16.84492,244.3,9,301670,984,14,253.2,7.35,6.019,,,9.7
15.2,2021,4,246,16.84492,244.3,9,317469,983,14,253.5,7.83,6.185,,,11.2
15.5,2021,4,246,16.84492,244.3,9,332437,983,14,254.2,8.27,6.332,,,12.3
15.8,2021,4,246,16.84492,244.3,9,347397,983,14,255.4,8.7,6.468,,,13.9
16,2021,4,246,16.84492,244.3,9,363270,983,14,257.1,9.12,6.601,,,14.9
16.2,2021,4,246,16.84492,244.3,9,380973,983,14,259.3,9.57,6.741,,,14.7
16.5,2021,4,246,16.84492,244.3,9,401313,984,14,261.9,10.05,6.893,,,14.4
16.8,2021,4,246,16.84492,244.3,9,424902,984,14,264.9,10.64,7.062,,,14.5
17,2021,4,246,16.84492,244.3,9,452081,984,14,268.3,11.23,7.251,,,14.6
17.2,2021,4,246,16.84492,244.3,9,482863,984,14,272,11.89,7.458,,,14.9
17.5,2021,4,246,16.84492,244.3,9,516906,984,14,276,12.6,7.681,,,15.8
17.8,2021,4,246,16.84492,244.3,9,553526,984,14,280.2,13.36,7.915,,,16.5
18,2021,4,246,16.84492,244.3,9,591754,985,14,284.4,14.14,8.155,,,17
18.2,2021,4,246,16.84492,244.3,9,630445,985,14,288.6,14.94,8.394,,,16.9
18.5,2021,4,246,16.84492,244.3,9,668441,985,14,292.8,15.72,8.627,,,17.4
18.8,2021,4,246,16.84492,244.3,9,704718,985,14,296.8,16.48,8.851,,,18.1
19,2021,4,246,16.84492,244.3,9,1018181,985,14,300.5,19.57,9.062,,,19.1
19.2,2021,4,246,16.84492,244.3,9,1061870,985,14,303.9,20.28,9.258,,,20
19.5,2021,4,246,16.84492,244.3,9,1101715,984,14,306.9,20.93,9.44,,,21.1
19.8,2021,4,246,16.84492,244.3,9,1138059,984,14,309.4,21.52,9.607,,,22.2
20,2021,4,246,16.84492,244.3,9,1171569,984,14,311.4,22.06,9.762,,,23.7
20.2,2021,4,246,16.84492,244.3,9,1202975,984,15,312.7,22.55,9.905,3.5,11.1,24.5
20.5,2021,4,246,16.84492,244.3,9,1232875,984,15,313.5,22.99,10.037,,,25.6
20.8,2021,4,246,16.84492,244.3,9,1261577,984,15,313.6,23.38,10.157,,,26.8
21,2021,4,246,16.84492,244.3,9,1288970,984,14,313,23.72,10.264,,,27.4
21.2,2021,4,246,16.84492,244.3,9,1314453,984,14,311.9,24.01,10.355,,,28.2
21.5,2021,4,246,16.84492,244.3,9,1336877,985,14,310.1,24.24,10.429,,,28.2
21.8,2021,4,246,16.84492,244.3,9,1354570,985,14,307.8,24.39,10.48,,,27.8
22,2021,4,246,16.84492,244.3,9,1365450,985,14,305.1,24.45,10.506,,,27
22.2,2021,4,246,16.84492,244.3,9,1367287,985,14,301.9,24.41,10.503,,,26.3
22.5,2021,4,246,16.84492,244.3,9,987776,985,14,298.4,21.07,10.467,,,25.2
22.8,2021,4,246,16.84492,244.3,9,974265,986,13,294.7,20.71,10.396,,,24.3
23,2021,4,246,16.84492,244.3,9,952601,986,13,290.9,20.24,10.29,,,22.7
23.2,2021,4,246,16.84492,244.3,9,923184,986,13,287,19.64,10.148,,,22.2
23.5,2021,4,246,16.84492,244.3,9,886885,986,13,283.2,18.91,9.97,,,21.7
23.8,2021,4,246,16.84492,244.3,9,844904,986,13,279.5,18.08,9.758,,,21.7
24,2021,4,246,16.84492,244.3,9,798621,987,13,276.1,17.14,9.513,,,21
1,2021,5,247,16.84492,244.3,9,594752,988,12,265.7,12.72,8.243,,,20.2
1.2,2021,5,247,16.84492,244.3,9,544624,988,11,264.8,11.77,7.944,,,21.2
1.5,2021,5,247,16.84492,244.3,9,496486,988,11,264.3,10.81,7.636,,,21.4
1.8,2021,5,247,16.84492,244.3,9,450834,989,11,264.2,9.88,7.322,,,21.2
2,2021,5,247,16.84492,244.3,9,408087,989,10,264.5,8.97,7.003,,,22.1
2.2,2021,5,247,16.84492,244.3,9,368616,990,10,265.1,8.1,6.685,,,23.6
2.5,2021,5,247,16.84492,244.3,9,332734,990,9,266.1,7.3,6.37,,,23.9
2.8,2021,5,247,16.84492,244.3,9,300703,990,9,267.4,6.56,6.062,,,24
3,2021,5,247,16.84492,244.3,9,272707,991,9,269,5.89,5.766,,,24.1
3.2,2021,5,247,16.84492,244.3,9,248838,991,8,270.9,5.3,5.484,,,23.4
3.5,2021,5,247,16.84492,244.3,9,229078,991,8,273,4.78,5.222,,,22.1
3.8,2021,5,247,16.84492,244.3,9,213292,992,7,275.4,4.32,4.981,,,20.6
4,2021,5,247,16.84492,244.3,9,201222,992,7,277.9,3.94,4.765,,,18.7
4.2,2021,5,247,16.84492,244.3,9,192501,992,7,280.5,3.62,4.575,,,17.3
4.5,2021,5,247,16.84492,244.3,9,186657,993,7,283.2,3.35,4.413,,,15
4.8,2021,5,247,16.84492,244.3,9,183142,993,6,286,3.14,4.278,,,13.1
5,2021,5,247,16.84492,244.3,9,181358,993,6,288.8,2.98,4.169,,,11.7
5.2,2021,5,247,16.84492,244.3,9,191029,993,6,291.5,2.85,4.085,,,11
5.5,2021,5,247,16.84492,244.3,9,189477,993,6,294.1,2.76,4.022,,,10.3
5.8,2021,5,247,16.84492,244.3,9,188085,993,6,296.7,2.69,3.978,,,9.6
6,2021,5,247,16.84492,244.3,9,186520,993,6,299.1,2.64,3.948,,,9.5
6.2,2021,5,247,16.84492,244.3,9,184630,993,6,301.4,2.7,3.929,,,9.3
6.5,2021,5,247,16.84492,244.3,9,182429,993,6,303.4,2.67,3.918,,,8.9
6.8,2021,5,247,16.84492,244.3,9,180058,993,6,305.3,2.64,3.91,,,8.4
7,2021,5,247,16.84492,244.3,9,177737,993,6,306.9,2.61,3.904,,,8.5
7.2,2021,5,247,16.84492,244.3,9,175700,993,6,308.3,2.59,3.897,,,8.4
7.5,2021,5,247,16.84492,244.3,9,174138,993,6,309.4,2.56,3.887,,,8.3
7.8,2021,5,247,16.84492,244.3,9,173139,993,6,310.3,2.53,3.875,,,7.9
8,2021,5,247,16.84492,244.3,9,172651,993,6,310.9,2.5,3.86,,,7.9
8.2,2021,5,247,16.84492,244.3,9,172462,993,6,311.3,2.46,3.843,,,8.4
8.5,2021,5,247,16.84492,244.3,9,172210,993,6,311.5,2.43,3.825,,,8.3
8.8,2021,5,247,16.84492,244.3,9,171426,992,6,311.4,2.4,3.807,,,8
9,2021,5,247,16.84492,244.3,9,169612,992,6,311.1,2.38,3.791,,,8.2
9.2,2021,5,247,16.84492,244.3,9,166333,992,6,310.7,2.36,3.777,3.7,26.8,8.3
9.5,2021,5,247,16.84492,244.3,9,155004,992,6,310,2.34,3.766,,,7.8
9.8,2021,5,247,16.84492,244.3,9,147962,992,6,309.1,2.33,3.757,,,7.1
10,2021,5,247,16.84492,244.3,9,139466,992,7,308.1,2.33,3.75,,,7.7
10.2,2021,5,247,16.84492,244.3,9,129994,992,7,307,2.32,3.743,,,7.4
10.5,2021,5,247,16.84492,244.3,9,120221,991,7,305.7,2.32,3.734,,,7.2
10.8,2021,5,247,16.84492,244.3,9,110919,991,7,304.3,2.32,3.721,,,7.1
11,2021,5,247,16.84492,244.3,9,102858,991,8,302.8,2.31,3.701,,,7.4
11.2,2021,5,247,16.84492,244.3,9,96715,990,8,301.2,2.29,3.672,,,7.3
11.5,2021,5,247,16.84492,244.3,9,93038,990,9,299.6,2.2,3.632,,,7
11.8,2021,5,247,16.84492,244.3,9,92245,989,9,297.9,2.16,3.58,,,8
12,2021,5,247,16.84492,244.3,9,94647,989,9,296.1,2.1,3.516,,,8.2
12.2,2021,5,247,16.84492,244.3,9,100464,988,10,294.2,2.03,3.442,,,8
12.5,2021,5,247,16.84492,244.3,9,109820,988,10,292.4,1.95,3.359,,,8
12.8,2021,5,247,16.84492,244.3,9,122702,987,11,290.5,1.87,3.27,,,7.7
13,2021,5,247,16.84492,244.3,9,138901,987,11,288.5,1.78,3.182,,,7
13.2,2021,5,247,16.84492,244.3,9,157969,986,11,286.5,1.71,3.098,,,7.7
13.5,2021,5,247,16.84492,244.3,9,179214,986,12,284.5,1.64,3.025,,,7.4
13.8,2021,5,247,16.84492,244.3,9,201756,986,12,282.5,1.59,2.969,,,7
14,2021,5,247,16.84492,244.3,9,224625,985,13,280.4,1.57,2.936,,,6.8
14.2,2021,5,247,16.84492,244.3,9,246912,985,13,278.3,1.57,2.931,,,7.3
14.5,2021,5,247,16.84492,244.3,9,267904,985,13,276.3,1.61,2.958,,,7.3
14.8,2021,5,247,16.84492,244.3,9,287193,985,14,274.2,1.68,3.021,,,6.5
15,2021,5,247,16.84492,244.3,9,304736,984,14,272.1,1.8,3.119,,,6.6
15.2,2021,5,247,16.84492,244.3,9,320848,984,14,270.1,1.96,3.253,,,6.9
15.5,2021,5,247,16.84492,244.3,9,336144,984,14,268.1,2.17,3.42,,,7.7
15.8,2021,5,247,16.84492,244.3,9,351451,984,14,266.1,2.43,3.617,,,8.7
16,2021,5,247,16.84492,244.3,9,367695,984,14,264.2,2.75,3.839,,,10.4
16.2,2021,5,247,16.84492,244.3,9,385796,984,14,262.4,3.13,4.078,3.8,10,12.1
16.5,2021,5,247,16.84492,244.3,9,406560,984,14,260.7,3.56,4.328,,,14.1
16.8,2021,5,247,16.84492,244.3,9,430596,985,14,259.1,4.03,4.583,,,15.8
17,2021,5,247,16.84492,244.3,9,458238,985,14,257.6,4.54,4.836,,,16.8
17.2,2021,5,247,16.84492,244.3,9,489489,985,14,256.4,5.06,5.079,,,17.4
17.5,2021,5,247,16.84492,244.3,9,524001,985,14,255.3,5.57,5.309,,,18
17.8,2021,5,247,16.84492,244.3,9,561079,985,14,254.4,6.07,5.522,,,18.2
18,2021,5,247,16.84492,244.3,9,599737,985,13,253.7,6.54,5.715,,,18.8
18.2,2021,5,247,16.84492,244.3,9,638830,985,13,253.4,6.99,5.888,,,20
18.5,2021,5,247,16.84492,244.3,9,677184,986,13,253.2,7.41,6.042,,,20.5
18.8,2021,5,247,16.84492,244.3,9,713787,985,14,253.4,7.8,6.179,,,21
19,2021,5,247,16.84492,244.3,9,1028422,985,14,253.8,8.16,6.303,,,21.3
19.2,2021,5,247,16.84492,244.3,9,1072364,985,14,254.6,8.52,6.417,,,21.8
19.5,2021,5,247,16.84492,244.3,9,1112458,985,14,255.6,8.86,6.526,,,22.5
19.8,2021,5,247,16.84492,244.3,9,1149063,985,14,257,9.21,6.635,,,23
20,2021,5,247,16.84492,244.3,9,1182852,985,14,258.7,9.57,6.748,,,24.7
20.2,2021,5,247,16.84492,244.3,9,1214562,985,14,260.6,9.96,6.868,3.6,30.4,25.2
20.5,2021,5,247,16.84492,244.3,9,1244782,985,14,262.9,10.37,6.998,,,25.8
20.8,2021,5,247,16.84492,244.3,9,1273797,985,14,265.4,10.87,7.14,,,28.5
21,2021,5,247,16.84492,244.3,9,1301462,985,14,268.1,11.35,7.294,,,28.4
21.2,2021,5,247,16.84492,244.3,9,1327120,985,14,271,11.88,7.459,,,27.9
21.5,2021,5,247,16.84492,244.3,9,1349554,985,14,274.2,12.45,7.635,,,27.4
21.8,2021,5,247,16.84492,244.3,9,1367012,985,14,277.4,13.04,7.819,,,26.8
22,2021,5,247,16.84492,244.3,9,1377332,985,14,280.8,13.66,8.009,,,27.4
22.2,2021,5,247,16.84492,244.3,9,1378224,986,14,284.2,14.29,8.201,,,26.9
22.5,2021,5,247,16.84492,244.3,9,997520,986,14,287.6,14.93,8.392,,,27.1
22.8,2021,5,247,16.84492,244.3,9,982948,986,13,290.9,15.56,8.581,3.4,10,27.7
23,2021,5,247,16.84492,244.3,9,960044,986,13,294.2,16.18,8.764,3.5,14.8,27.8
23.2,2021,5,247,16.84492,244.3,9,929265,986,13,297.4,16.78,8.94,,,28
23.5,2021,5,247,16.84492,244.3,9,891564,986,13,300.4,19.74,9.107,,,28.4
23.8,2021,5,247,16.84492,244.3,9,848197,987,13,303.1,20.31,9.265,,,28.1
24,2021,5,247,16.84492,244.3,9,800611,987,13,305.6,20.85,9.414,,,28.4
1,2021,6,248,16.84492,244.3,9,592825,988,12,264.7,12.72,8.233,3.5,19.7,27.9
1.2,2021,6,248,16.84492,244.3,9,552171,988,11,263.9,11.75,7.93,,,27.9
1.4,2021,6,248,16.84492,244.3,9,512810,988,11,263.5,10.79,7.618,,,28
1.6,2021,6,248,16.84492,244.3,9,475004,988,11,263.4,9.84,7.3,,,26.9
1.8,2021,6,248,16.84492,244.3,9,438970,989,11,263.7,8.93,6.978,,,28.4
2,2021,6,248,16.84492,244.3,9,404910,989,10,264.4,8.06,6.657,,,29.2
2.2,2021,6,248,16.84492,244.3,9,372995,989,10,265.5,7.25,6.339,,,27.7
2.4,2021,6,248,16.84492,244.3,9,343386,990,10,266.9,6.51,6.03,,,29.3
2.6,2021,6,248,16.84492,244.3,9,316215,990,9,268.6,5.84,5.732,,,28.7
2.8,2021,6,248,16.84492,244.3,9,291591,990,9,270.6,5.25,5.449,,,28.4
3,2021,6,248,16.84492,244.3,9,269591,991,9,272.8,4.73,5.186,,,27.7
3.2,2021,6,248,16.84492,244.3,9,250251,991,8,275.2,4.28,4.946,,,24
3.4,2021,6,248,16.84492,244.3,9,233564,991,8,277.8,3.89,4.73,,,22.9
3.6,2021,6,248,16.84492,244.3,9,219473,992,8,280.6,3.57,4.541,,,22.7
3.8,2021,6,248,16.84492,244.3,9,207875,992,7,283.4,3.31,4.38,,,21.8
4,2021,6,248,16.84492,244.3,9,198615,992,7,286.2,3.1,4.246,,,21.7
4.2,2021,6,248,16.84492,244.3,9,191496,992,7,289,2.94,4.138,3.7,10,20.8
4.4,2021,6,248,16.84492,244.3,9,186280,992,7,291.8,2.81,4.055,,,19.5
4.6,2021,6,248,16.84492,244.3,9,182694,993,7,294.5,2.72,3.994,,,18.4
4.8,2021,6,248,16.84492,244.3,9,180442,993,6,297.1,2.66,3.951,,,17.8
5,2021,6,248,16.84492,244.3,9,179211,993,6,299.5,2.61,3.923,,,16.1
5.2,2021,6,248,16.84492,244.3,9,189038,993,6,301.8,2.67,3.905,,,14.6
5.4,2021,6,248,16.84492,244.3,9,187770,993,6,303.8,2.63,3.895,3.6,3,13
5.6,2021,6,248,16.84492,244.3,9,186711,993,6,305.7,2.61,3.889,,,10.8
5.8,2021,6,248,16.84492,244.3,9,185650,993,6,307.3,2.58,3.883,,,10.4
6,2021,6,248,16.84492,244.3,9,184452,993,6,308.7,2.56,3.877,,,9.4
6.2,2021,6,248,16.84492,244.3,9,183049,993,6,309.8,2.53,3.868,,,8.4
6.4,2021,6,248,16.84492,244.3,9,181442,993,6,310.6,2.5,3.856,,,8.2
6.6,2021,6,248,16.84492,244.3,9,179686,993,6,311.2,2.47,3.842,,,8.2
6.8,2021,6,248,16.84492,244.3,9,177877,993,6,311.6,2.44,3.826,,,7.9
7,2021,6,248,16.84492,244.3,9,176131,993,6,311.7,2.41,3.808,,,7.5
7.2,2021,6,248,16.84492,244.3,9,174564,993,6,311.5,2.38,3.791,,,7.5
7.4,2021,6,248,16.84492,244.3,9,173275,993,6,311.2,2.36,3.775,,,8
7.6,2021,6,248,16.84492,244.3,9,172323,993,6,310.7,2.34,3.762,,,8.2
7.8,2021,6,248,16.84492,244.3,9,171715,993,6,309.9,2.32,3.751,,,8.3
8,2021,6,248,16.84492,244.3,9,171398,993,6,309,2.31,3.742,,,8.5
8.2,2021,6,248,16.84492,244.3,9,171251,993,6,308,2.31,3.735,,,8.2
8.4,2021,6,248,16.84492,244.3,9,171095,992,6,306.8,2.31,3.728,,,7.4
8.6,2021,6,248,16.84492,244.3,9,170704,992,6,305.5,2.31,3.719,,,7.4
8.8,2021,6,248,16.84492,244.3,9,169825,992,6,304,2.3,3.705,,,7.1
9,2021,6,248,16.84492,244.3,9,168212,992,6,302.5,2.29,3.685,,,7.1
9.2,2021,6,248,16.84492,244.3,9,165655,992,6,300.9,2.27,3.655,,,6.9
9.4,2021,6,248,16.84492,244.3,9,155957,992,6,299.3,2.19,3.615,,,7
9.6,2021,6,248,16.84492,244.3,9,150958,992,7,297.5,2.14,3.563,,,7.4
9.8,2021,6,248,16.84492,244.3,9,144934,992,7,295.8,2.08,3.498,,,7.2
10,2021,6,248,16.84492,244.3,9,138045,992,7,294,2.01,3.423,,,7.1
10.2,2021,6,248,16.84492,244.3,9,130550,992,7,292.1,1.93,3.34,,,7.9
10.4,2021,6,248,16.84492,244.3,9,122791,991,7,290.2,1.85,3.252,,,8
10.6,2021,6,248,16.84492,244.3,9,115156,991,7,288.3,1.77,3.164,,,7.6
10.8,2021,6,248,16.84492,244.3,9,108043,991,8,286.3,1.69,3.081,,,7.2
11,2021,6,248,16.84492,244.3,9,101835,990,8,284.4,1.63,3.009,,,6.9
11.2,2021,6,248,16.84492,244.3,9,96869,990,8,282.4,1.58,2.954,,,6.5
11.4,2021,6,248,16.84492,244.3,9,93428,990,9,280.4,1.56,2.923,,,6.6
11.6,2021,6,248,16.84492,244.3,9,91744,989,9,278.3,1.56,2.92,,,5.9
11.8,2021,6,248,16.84492,244.3,9,91999,989,9,276.3,1.6,2.949,,,5.8
12,2021,6,248,16.84492,244.3,9,94340,989,10,274.3,1.67,3.013,,,5.9
12.2,2021,6,248,16.84492,244.3,9,98876,988,10,272.2,1.79,3.114,,,5.7
12.4,2021,6,248,16.84492,244.3,9,105680,988,10,270.2,1.95,3.25,,,5.3
12.6,2021,6,248,16.84492,244.3,9,114773,987,11,268.2,2.17,3.42,,,4.9
12.8,2021,6,248,16.84492,244.3,9,126102,987,11,266.3,2.43,3.619,,,5.5
13,2021,6,248,16.84492,244.3,9,139528,987,11,264.4,2.76,3.843,,,6.4
13.2,2021,6,248,16.84492,244.3,9,154806,986,12,262.6,3.13,4.084,,,7.4
13.4,2021,6,248,16.84492,244.3,9,171591,986,12,260.9,3.57,4.337,,,8.2
13.6,2021,6,248,16.84492,244.3,9,189451,986,12,259.3,4.05,4.593,,,9
13.8,2021,6,248,16.84492,244.3,9,207898,986,12,257.8,4.56,4.848,,,10
14,2021,6,248,16.84492,244.3,9,226432,985,13,256.5,5.08,5.093,,,11.2
14.2,2021,6,248,16.84492,244.3,9,244587,985,13,255.4,5.6,5.325,,,10.8
14.4,2021,6,248,16.84492,244.3,9,261984,985,13,254.5,6.1,5.539,,,11.4
14.6,2021,6,248,16.84492,244.3,9,278360,985,13,253.8,6.58,5.734,,,12
14.8,2021,6,248,16.84492,244.3,9,293600,985,14,253.4,7.03,5.909,,,12.8
15,2021,6,248,16.84492,244.3,9,307741,984,14,253.3,7.46,6.065,,,12.7
15.2,2021,6,248,16.84492,244.3,9,320966,984,14,253.4,7.85,6.204,,,13.1
15.4,2021,6,248,16.84492,244.3,9,333581,984,14,253.8,8.23,6.33,,,13.9
15.6,2021,6,248,16.84492,244.3,9,345990,984,14,254.5,8.59,6.446,,,13.9
15.8,2021,6,248,16.84492,244.3,9,358652,984,14,255.5,8.94,6.558,,,14
16,2021,6,248,16.84492,244.3,9,372052,984,14,256.9,9.3,6.669,,,14.1
16.2,2021,6,248,16.84492,244.3,9,386659,984,14,258.5,9.66,6.784,,,14.8
16.4,2021,6,248,16.84492,244.3,9,402893,984,14,260.5,10.06,6.906,,,15.4
16.6,2021,6,248,16.84492,244.3,9,421105,985,14,262.7,10.48,7.038,,,16.4
16.8,2021,6,248,16.84492,244.3,9,441538,985,14,265.2,10.98,7.181,,,17.3
17,2021,6,248,16.84492,244.3,9,464313,985,14,267.9,11.47,7.336,,,17.5
17.2,2021,6,248,16.84492,244.3,9,489413,985,14,270.8,12.01,7.503,,,18.6
17.4,2021,6,248,16.84492,244.3,9,516669,985,13,273.9,12.58,7.68,,,20.4
17.6,2021,6,248,16.84492,244.3,9,545768,985,13,277.2,13.18,7.865,,,20.4
17.8,2021,6,248,16.84492,244.3,9,576272,986,13,280.5,13.8,8.054,,,21.4
18,2021,6,248,16.84492,244.3,9,607630,986,13,283.9,14.44,8.247,,,22.2
18.2,2021,6,248,16.84492,244.3,9,639244,986,13,287.3,15.08,8.438,,,22.9
18.4,2021,6,248,16.84492,244.3,9,670505,986,13,290.7,15.71,8.627,,,23.7
18.6,2021,6,248,16.84492,244.3,9,700855,986,13,294,16.34,8.81,,,24.5
18.8,2021,6,248,16.84492,244.3,9,729840,986,13,297.2,16.94,8.985,,,25.2
19,2021,6,248,16.84492,244.3,9,1038711,986,13,300.2,19.91,9.152,,,26.1
19.2,2021,6,248,16.84492,244.3,9,1074377,986,13,302.9,20.48,9.31,,,26.8
19.4,2021,6,248,16.84492,244.3,9,1107562,986,14,305.4,21.02,9.459,,,27.8
19.6,2021,6,248,16.84492,244.3,9,1138381,986,14,307.6,21.53,9.599,,,27.9
19.8,2021,6,248,16.84492,244.3,9,1167130,985,14,309.5,21.99,9.73,,,26.8
20,2021,6,248,16.84492,244.3,9,1194187,985,14,311,22.43,9.853,,,26.6
20.2,2021,6,248,16.84492,244.3,9,1219932,985,14,312.1,22.83,9.969,,,26.2
20.4,2021,6,248,16.84492,244.3,9,1244678,985,14,312.8,23.21,10.077,,,25.8
20.6,2021,6,248,16.84492,244.3,9,1268619,985,14,313.1,23.55,10.179,,,25.6
20.8,2021,6,248,16.84492,244.3,9,1291783,985,14,312.9,23.86,10.272,,,24
21,2021,6,248,16.84492,244.3,9,1314004,985,14,312.4,24.13,10.356,,,23
21.2,2021,6,248,16.84492,244.3,9,1334886,985,14,311.4,24.37,10.431,,,22.7
21.4,2021,6,248,16.84492,244.3,9,1353801,985,14,310.1,24.57,10.493,,,22.1
21.6,2021,6,248,16.84492,244.3,9,1369885,985,14,308.3,24.73,10.543,,,22.3
21.8,2021,6,248,16.84492,244.3,9,1382079,985,14,306.3,24.83,10.576,,,22.2
22,2021,6,248,16.84492,244.3,9,1389188,986,14,303.9,24.87,10.592,,,22.4
22.2,2021,6,248,16.84492,244.3,9,1390007,986,14,301.3,24.83,10.588,,,22.4
22.4,2021,6,248,16.84492,244.3,9,1010872,986,14,298.5,21.53,10.564,,,23
22.6,2021,6,248,16.84492,244.3,9,1001772,986,14,295.5,21.29,10.517,,,23
22.8,2021,6,248,16.84492,244.3,9,987186,986,13,292.4,20.94,10.447,,,22.2
23,2021,6,248,16.84492,244.3,9,967185,986,13,289.2,20.53,10.353,,,21.3
23.2,2021,6,248,16.84492,244.3,9,942069,986,13,286,20.03,10.236,,,21
23.4,2021,6,248,16.84492,244.3,9,912330,986,13,282.8,19.45,10.094,,,19.9
